,gender,description,text,hashtags
5547,0,roadhouse,yeah theyre the sunday which work out fine doubt theyll the telly anyway,
5548,1,,glad you blank the name out,LongLiveMell
5549,1,don gain the world and lose your soul wisdom well than silver and gold caramel skin goddess,hand busy catch these blessing don have the capacity hold grudge,
5550,1,,the cyber activist who want shut down isi,
5551,0,reporter for big liverpool fan love tea get story email nicholas bieber,cobbler chief exec james white have reveal the club owe the taxman hmrc,
5552,0,why all character from haikyuu look like lemon,the lil tummy,
5553,0,old enough,thanks might need few tissue the sound,
5554,0,journalist predictor human huffpost outspeak video contributor,should any them struggle the future find sudden difficulty secure work sponsor repay the favor think positive,
5555,1,punk as book jockey mother sloths tom hank enthusiast,train go the opposite way what amp thought look out the window amp make the same expression now miss him already,
5556,1,will show ankle for five minute wireless,the strange and bizarre bedroom accident,
5557,0,wet they test you,both lol angel impressed hes the only dude anti air consistently too lmao,
5558,1,heart belong the one love and adore,brisk autumn walk with the dog,autumn walk dogwalk mybabies freshair countryliving
5559,0,psn cnxn save you londonnnn what the date its not,you didnt even know the map,
5560,1,what the capital deja booty,the pride thrive right now,DashOn
5561,1,sarcastic ginger pnw obsess adventure seeker former baydestrian,get you get the bus,
5562,1,stylist fashion blogger lumiere noir blog come soon,shopwtd start off the week right,monday shopwtd fashion collaboration
5563,1,dios patria libertad life medicine,wonder how grow twitter gain follower the past day this the app,
5564,1,tim roth thought be funny,the face janove make when sing aldri the funny,
5565,1,tea party nra arrest obama regime,agree jordan be right the money,FREEDOM NO DMS JESUS ROCK NO GROUPS SELFRESPECT
5566,1,writer music lover melbournian adventurer mtv international comms vibe speak loud than word,catch the fever,mtvema
5567,1,there mistie writer crafter wife mom blogger american crochet design and share free crochet pattern picture video tutorial and much more,welcome the mini crochet along american crochet,3
5568,0,sweep the leg,whats with the tiny motorcycle don want that shit tweet,
5569,0,chief economist and professor dept economics,this exercise show the importance keep interest rate low and greatly benefit black worker,
5570,0,just really love one direction,love you very much and you mean much can wait hear make the excited,
5571,1,professional pilot and helmet cleaner aspire good enough,the other night give double the dose nyquil that need just shut,itwas5inthemorning truelove
5572,0,sam hunt beard beardsly tweet daily about life the full grown beard sam hunt,think the answer pretty obvious,
5573,1,keep strong,break home so lowkey sound like adam song blink the beginning,
5574,0,peace alt the wombat,like the word autumnal reminds thumb nail ahahahaha,
5575,1,writer for uncut addict info and sputnik reason not rule make strong,plus corset and stuff actually have the suicide squad booty short too,
5576,0,such trick hath strong imagination that should but apprehend some joy comprehend some bringer that joy,last night jake kilroy didn yawn check his phone babble incessantly about the mystery initiate,
5577,1,eat your heart out,why can people chew quietly they forget that they the library,
5578,1,broken,have rise follower graph more follower the past day get your stats right here,
5579,1,opinionated liberal hell and always down drink wine be fight for the right party since,have anyone notice how the government try cut the tax credit before the new minimum wage introduce haha thanks guy,
5580,0,spooky halloween time lame don follow,need like factory reset computer like able put assloid disk then use that later with the code,
5581,0,nra life member nra golden eagle engineer raider fan when you hear the term right wing nazi your mind will see,apology bet the local get them back amp kasich have little,
5582,1,don want change rick grime for anybody,mum watching for the first time ffs be reaction appropriate,
5583,0,life bitch but you can bitchier grayson,you know who be awesome new follower the last day grow with,
5584,0,trange namez ultrask brds lot other stuff,wisdom tooth get lookin like bobby brown wit the coke jaw,KLRSZN
5585,1,man not free unless government limit rreagan mother love country and work hard everyday protect them both,the mistake be pick him costume idea other than that non issue halloween geez,
5586,0,james bartlett honour educational study,clay make appearance the blacklist,soa theblacklist
5587,0,shawn mendes and show,the foster,
5588,1,don broadcast every high don hide every low try live not try convince the world have life,attach nothing unless the vibe be right honest and progressive,
5589,1,reporter for cover legislature and all impact school grad from rural reweets not endorsement,change pace today have the opportunity speak some company amp public relation employee about journalism,NB STU PEI
5590,1,expose flaw modern feminism one post time egalitarian and libertarian taking over the world just leave alone,especially since the people watch agree with him,
